#,SUB-ASSET,Rig Crew #,CAPEX SCENARIO,TARGET,FRAC SIZE,BASE LL FOR CAPEX,PROPNUM,WELL,WELL RANKING,PAD NAME,WELLS ON PAD,DRILL ORDER,TYPE CURVE AREA,High Pressure Gas Trunkline,WI %,NRI %,RESCAT,PERFED LATERAL LENGTH,COMPLETION DESIGN,CURRENT STATUS,TANK BATTERY,AFE,PLANNING & STAKING,PERMITTED,LOCATION BUILDING,SPUD,PAD SPUD,TD,RIG RELEASE (PAD),COMPLETION START,FRAC END,DRILL OUT START,COMPLETION END,PUT ON PRODUCTION,TURNED TO LOE,POST DRILL FILING REQUIREMENTS,1ST OIL,Hedging: Include in BVTH
227,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 23,Farmar//GENERIC 23,3,Farmar Generic Pad,4,3,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45672,45641,45672,45732,45763,45745,45772,45781,45786,45814,45815,45827,45828,45858,45853,,0
228,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 24,Farmar//GENERIC 24,3,Farmar Generic Pad,4,4,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45681,45650,45681,45741,45772,45745,45781,45781,45786,45814,45815,45827,45828,45858,45862,,0
229,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 25,LeasingI//GENERIC 25,3,LeasingI Generic Pad,4,1,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45691,45660,45691,45751,45782,45782,45791,45818,45823,45851,45852,45864,45865,45895,45872,,0
230,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 26,LeasingI//GENERIC 26,3,LeasingI Generic Pad,4,2,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45700,45669,45700,45760,45791,45782,45800,45818,45823,45851,45852,45864,45865,45895,45881,,0
231,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 27,LeasingI//GENERIC 27,3,LeasingI Generic Pad,4,3,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45709,45678,45709,45769,45800,45782,45809,45818,45823,45851,45852,45864,45865,45895,45890,,0
232,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 28,LeasingI//GENERIC 28,3,LeasingI Generic Pad,4,4,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45718,45687,45718,45778,45809,45782,45818,45818,45823,45851,45852,45864,45865,45895,45899,,0
233,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 25,Farmar//GENERIC 25,3,Farmar Generic Pad,4,1,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45728,45697,45728,45788,45819,45819,45828,45855,45860,45888,45889,45901,45902,45932,45909,,0
234,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 26,Farmar//GENERIC 26,3,Farmar Generic Pad,4,2,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45737,45706,45737,45797,45828,45819,45837,45855,45860,45888,45889,45901,45902,45932,45918,,0
235,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 27,Farmar//GENERIC 27,3,Farmar Generic Pad,4,3,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45746,45715,45746,45806,45837,45819,45846,45855,45860,45888,45889,45901,45902,45932,45927,,0
236,Farmar,Rig Crew 1,North - Farmar - 10K,B3,2050,10000,Farmar//GENERIC 28,Farmar//GENERIC 28,3,Farmar Generic Pad,4,4,NEW B3 LGOR_10k,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45755,45724,45755,45815,45846,45819,45855,45855,45860,45888,45889,45901,45902,45932,45936,,0
237,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 29,LeasingI//GENERIC 29,3,LeasingI Generic Pad,4,1,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45871,45840,45871,45931,45962,45962,45971,45998,46003,46031,46032,46044,46045,46075,46052,,0
238,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 30,LeasingI//GENERIC 30,3,LeasingI Generic Pad,4,2,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45880,45849,45880,45940,45971,45962,45980,45998,46003,46031,46032,46044,46045,46075,46061,,0
239,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 31,LeasingI//GENERIC 31,3,LeasingI Generic Pad,4,3,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45889,45858,45889,45949,45980,45962,45989,45998,46003,46031,46032,46044,46045,46075,46070,,0
240,LeasingI,Rig Crew 1,B1 - FARMAR 10K,B1,2050,10000,LeasingI//GENERIC 32,LeasingI//GENERIC 32,3,LeasingI Generic Pad,4,4,NORTHWEST,N/A,100,75,4PUD,10000,50-2000-10-18-180,FUTURE,GENERIC TB,45898,45867,45898,45958,45989,45962,45998,45998,46003,46031,46032,46044,46045,46075,46079,,0
